CameraID,Species,Transect,FilemeName,VideoLength,StayLarge,CensoredLarge,SmallFocalArea,StaySmall,CensoredSmall,DateTime
59,BlueDuiker,OS,PICT0151,10,NA,NA,0,NA,NA,2011/7/26 10:27
59,BlueDuiker,OS,PICT0157,10,NA,NA,0,NA,NA,2011/7/26 14:51
59,BlueDuiker,OS,PICT0161,10,NA,NA,1,0.6,1,2011/7/27 6:14
59,BlueDuiker,OS,PICT0164,10,NA,NA,0,NA,NA,2011/7/27 8:40
59,RedDuiker,OS,PICT0169,10,NA,NA,1,NA,NA,2011/7/27 11:24
59,BlueDuiker,OS,PICT0174,10,NA,NA,0,NA,NA,2011/7/27 15:35
59,BlueDuiker,OS,PICT0176,10,NA,NA,0,NA,NA,2011/7/28 6:50
59,RedDuiker,OS,PICT0180,10,NA,NA,1,1.6,1,2011/7/28 9:27
59,BlueDuiker,OS,PICT0181,10,NA,NA,0,NA,NA,2011/7/28 9:37
59,BlueDuiker,OS,PICT0191,10,NA,NA,0,NA,NA,2011/7/28 14:24
59,RedDuiker,OS,PICT0175,10,NA,NA,1,10,0,2011/7/28 17:33
59,BlueDuiker,OS,PICT0194,10,NA,NA,0,NA,NA,2011/7/29 6:57
59,BlueDuiker,OS,PICT0198,10,NA,NA,1,1.9,1,2011/7/29 9:34
59,BlueDuiker,OS,PICT0199,10,NA,NA,0,NA,NA,2011/7/29 11:28
59,BlueDuiker,OS,PICT0202,10,NA,NA,1,6.1,1,2011/7/29 13:28
59,BlueDuiker,OS,PICT0203,10,NA,NA,1,0.2,1,2011/7/29 17:35
59,BlueDuiker,OS,PICT0204,10,NA,NA,0,NA,NA,2011/7/30 6:15
59,BlueDuiker,OS,PICT0207,10,NA,NA,0,NA,NA,2011/7/30 9:36
59,BlueDuiker,OS,PICT0211,10,NA,NA,1,NA,1,2011/7/30 16:59
59,BlueDuiker,OS,PICT0212,10,NA,NA,1,NA,0,2011/7/31 6:22
59,BlueDuiker,OS,PICT0213,10,NA,NA,1,NA,1,2011/7/31 7:58
59,RedDuiker,OS,PICT0215,10,NA,NA,0,NA,NA,2011/7/31 8:17
59,BlueDuiker,OS,PICT0216,10,NA,NA,1,NA,1,2011/7/31 10:25
59,BlueDuiker,OS,PICT0219,10,NA,NA,1,NA,1,2011/7/31 13:10
59,BlueDuiker,OS,PICT0226,10,NA,NA,1,NA,1,2011/8/1 6:54
59,BlueDuiker,OS,PICT0230,10,NA,NA,0,NA,NA,2011/8/1 10:58
59,BlueDuiker,OS,PICT0233,10,NA,NA,1,NA,1,2011/8/1 16:04
59,BlueDuiker,OS,PICT0236,10,NA,NA,0,NA,NA,2011/8/2 6:46
59,BlueDuiker,OS,PICT0237,10,NA,NA,1,NA,1,2011/8/2 9:36
59,BlueDuiker,OS,PICT0239,10,NA,NA,1,NA,1,2011/8/2 14:07
59,BlueDuiker,OS,PICT0242,10,NA,NA,0,NA,NA,2011/8/3 8:08
59,BlueDuiker,OS,PICT0243,10,NA,NA,0,NA,NA,2011/8/3 9:13
59,RedDuiker,OS,PICT0246,10,NA,NA,1,3.2,1,2011/8/3 10:26
59,RedDuiker,OS,PICT0247,10,NA,NA,0,NA,NA,2011/8/3 10:29
59,BlueDuiker,OS,PICT0249,10,NA,NA,0,NA,NA,2011/8/3 13:25
59,RedDuiker,OS,PICT0254,10,NA,NA,0,NA,NA,2011/8/4 8:31
59,RedDuiker,OS,PICT0255,10,NA,NA,0,NA,NA,2011/8/4 8:39
59,BlueDuiker,OS,PICT0257,10,NA,NA,0,NA,NA,2011/8/4 13:47
59,BlueDuiker,OS,PICT0258,10,NA,NA,0,NA,NA,2011/8/4 15:54
59,BlueDuiker,OS,PICT0261,10,NA,NA,0,NA,NA,2011/8/5 6:25
59,BlueDuiker,OS,PICT0265,10,NA,NA,0,NA,NA,2011/8/5 12:36
59,BlueDuiker,OS,PICT0267,10,NA,NA,0,NA,NA,2011/8/5 14:04
59,RedDuiker,OS,PICT0270,10,NA,NA,1,NA,NA,2011/8/6 5:59
59,BlueDuiker,OS,PICT0271,10,NA,NA,1,NA,1,2011/8/6 6:39
59,RedDuiker,OS,PICT0272,10,NA,NA,0,NA,NA,2011/8/6 8:17
59,RedDuiker,OS,PICT0273,10,NA,NA,0,NA,NA,2011/8/6 9:45
59,BlueDuiker,OS,PICT0274,10,NA,NA,1,NA,1,2011/8/6 10:15
59,BlueDuiker,OS,PICT0276,10,NA,NA,1,NA,1,2011/8/6 15:20
59,BlueDuiker,OS,PICT0278,10,NA,NA,1,NA,1,2011/8/7 6:15
59,RedDuiker,OS,PICT0281,10,NA,NA,1,NA,NA,2011/8/7 10:22
59,RedDuiker,OS,PICT0282,10,NA,NA,1,NA,NA,2011/8/7 10:26
59,RedDuiker,OS,PICT0284,10,NA,NA,1,NA,NA,2011/8/7 15:49
59,BlueDuiker,OS,PICT0286,10,NA,NA,1,NA,1,2011/8/7 17:35
59,BlueDuiker,OS,PICT0288,10,NA,NA,0,NA,NA,2011/8/8 7:09
59,RedDuiker,OS,PICT0289,10,NA,NA,0,NA,NA,2011/8/8 7:44
59,RedDuiker,OS,PICT0290,10,NA,NA,1,NA,NA,2011/8/8 7:50
59,BlueDuiker,OS,PICT0291,10,NA,NA,1,NA,1,2011/8/8 13:19
59,BlueDuiker,OS,PICT0292,10,NA,NA,0,NA,NA,2011/8/9 7:02
59,RedDuiker,OS,PICT0295,10,NA,NA,1,NA,NA,2011/8/9 10:37
59,BlueDuiker,OS,PICT0296,10,NA,NA,1,NA,1,2011/8/9 13:49
59,BlueDuiker,OS,PICT0297,10,NA,NA,0,NA,NA,2011/8/9 17:28
59,BlueDuiker,OS,PICT0299,10,NA,NA,0,NA,NA,2011/8/10 8:52
59,RedDuiker,OS,PICT0300,10,NA,NA,1,NA,NA,2011/8/10 10:49
59,BlueDuiker,OS,PICT0302,10,NA,NA,1,NA,1,2011/8/11 6:34
59,RedDuiker,OS,PICT0303,10,NA,NA,0,NA,NA,2011/8/11 7:32
59,BlueDuiker,OS,PICT0304,10,NA,NA,1,NA,1,2011/8/11 15:18
59,RedDuiker,OS,PICT0305,10,NA,NA,0,NA,NA,2011/8/11 17:49
59,BlueDuiker,OS,PICT0307,10,NA,NA,0,NA,NA,2011/8/12 18:15
59,BlueDuiker,OS,PICT0309,10,NA,NA,1,NA,1,2011/8/13 7:07
59,BlueDuiker,OS,PICT0311,10,NA,NA,1,NA,1,2011/8/13 8:15
59,BlueDuiker,OS,PICT0312,10,NA,NA,0,NA,NA,2011/8/13 12:25
59,BlueDuiker,OS,PICT0316,10,NA,NA,0,NA,NA,2011/8/14 6:28
59,BlueDuiker,OS,PICT0319,10,NA,NA,0,NA,NA,2011/8/14 10:21
59,BlueDuiker,OS,PICT0320,10,NA,NA,1,NA,NA,2011/8/15 7:35
59,BlueDuiker,OS,PICT0321,10,NA,NA,0,NA,NA,2011/8/15 12:06
59,BlueDuiker,OS,PICT0322,10,NA,NA,0,NA,NA,2011/8/15 17:41
59,RedDuiker,OS,PICT0324,10,NA,NA,1,NA,NA,2011/8/16 6:37
59,BlueDuiker,OS,PICT0327,10,NA,NA,1,NA,NA,2011/8/16 15:34
59,BlueDuiker,OS,PICT0328,10,NA,NA,0,NA,NA,2011/8/17 10:53
59,BlueDuiker,OS,PICT0333,10,NA,NA,0,NA,NA,2011/8/18 9:27
59,BlueDuiker,OS,PICT0336,10,NA,NA,1,NA,NA,2011/8/18 11:02
59,BlueDuiker,OS,PICT0341,10,NA,NA,0,NA,NA,2011/8/20 7:15
59,BlueDuiker,OS,PICT0342,10,NA,NA,0,NA,NA,2011/8/21 7:05
59,BlueDuiker,OS,PICT0344,10,NA,NA,0,NA,NA,2011/8/22 17:42
59,BlueDuiker,OS,PICT0349,10,NA,NA,1,NA,NA,2011/8/23 14:39
61,RedDuiker,PR,PICT0036,30,1.5,1,0,NA,NA,2011/7/15 8:03
61,RedDuiker,PR,PICT0038,30,0.7,1,1,0.3,1,2011/7/16 13:39
61,RedDuiker,PR,PICT0039,30,1.1,1,0,NA,NA,2011/7/17 6:09
61,RedDuiker,PR,PICT0042,30,4.6,1,0,NA,NA,2011/7/20 16:17
61,RedDuiker,PR,PICT0044,30,2,1,1,0.3,1,2011/7/23 17:47
61,RedDuiker,PR,PICT0048,10,NA,NA,1,3.1,1,2011/8/1 18:56
61,RedDuiker,PR,PICT0049,10,NA,NA,0,NA,NA,2011/8/2 16:17
61,RedDuiker,PR,PICT0050,10,NA,NA,0,NA,NA,2011/8/6 17:25
61,RedDuiker,PR,PICT0051,10,NA,NA,1,0.1,1,2011/8/7 17:42
61,RedDuiker,PR,PICT0062,10,NA,NA,1,12,1,2011/8/18 13:30
61,RedDuiker,PR,PICT0063,10,NA,NA,0,NA,NA,2011/8/20 18:04
61,RedDuiker,PR,PICT0066,10,NA,NA,0,NA,NA,2011/8/23 17:27
62,RedDuiker,PR,PICT0074,30,5.4,1,1,5,1,2011/7/13 11:37
62,RedDuiker,PR,PICT0077,30,3.1,1,1,1,1,2011/7/14 18:35
62,RedDuiker,PR,PICT0084,30,3.1,1,0,NA,NA,2011/7/16 11:09
62,RedDuiker,PR,PICT0085,30,10.1,1,1,3.1,1,2011/7/16 16:34
62,RedDuiker,PR,PICT0095,30,7.1,1,0,NA,NA,2011/7/23 7:14
62,RedDuiker,PR,PICT0101,30,21,1,0,NA,NA,2011/7/24 8:52
62,BlueDuiker,PR,PICT0105,30,13.4,0,1,1.8,1,2011/7/26 6:57
62,RedDuiker,PR,PICT0107,30,4.7,1,1,3.6,1,2011/7/26 12:44
62,BlueDuiker,PR,PICT0114,10,NA,NA,0,NA,NA,2011/7/30 6:47
62,RedDuiker,PR,PICT0115,10,NA,NA,1,2,1,2011/7/30 12:04
62,BlueDuiker,PR,PICT0119,10,NA,NA,1,NA,NA,2011/7/31 14:28
62,BlueDuiker,PR,PICT0123,10,NA,NA,1,NA,NA,2011/8/2 14:32
62,RedDuiker,PR,PICT0124,10,NA,NA,0,NA,NA,2011/8/3 17:25
62,RedDuiker,PR,PICT0136,10,NA,NA,1,4,1,2011/8/6 15:24
62,RedDuiker,PR,PICT0140,10,NA,NA,0,NA,NA,2011/8/7 7:16
62,RedDuiker,PR,PICT0149,10,NA,NA,0,NA,NA,2011/8/11 9:38
62,BlueDuiker,PR,PICT0154,10,NA,NA,1,NA,NA,2011/8/13 17:35
62,RedDuiker,PR,PICT0156,10,NA,NA,1,7.1,1,2011/8/14 4:09
62,RedDuiker,PR,PICT0165,10,NA,NA,0,NA,NA,2011/8/16 6:36
62,RedDuiker,PR,PICT0166,10,NA,NA,0,NA,NA,2011/8/16 11:06
62,RedDuiker,PR,PICT0168,10,NA,NA,0,NA,NA,2011/8/16 13:06
62,RedDuiker,PR,PICT0172,10,NA,NA,0,NA,NA,2011/8/17 6:57
62,RedDuiker,PR,PICT0201,10,NA,NA,0,NA,NA,2011/8/22 7:34
62,RedDuiker,PR,PICT0223,10,NA,NA,0,NA,NA,2011/8/26 20:09
62,RedDuiker,PR,PICT0225,10,NA,NA,0,NA,NA,2011/8/27 10:13
62,BlueDuiker,PR,PICT0228,10,NA,NA,1,NA,NA,2011/8/28 11:47
62,BlueDuiker,PR,PICT0229,10,NA,NA,1,NA,NA,2011/8/28 18:31
62,RedDuiker,PR,PICT0231,10,NA,NA,0,NA,NA,2011/8/29 23:02
62,RedDuiker,PR,PICT0234,10,NA,NA,0,NA,NA,2011/8/31 6:48
63,BlueDuiker,PR,PICT0030,30,24.4,1,1,14.5,1,2011/7/18 15:18
63,RedDuiker,PR,PICT0031,30,0.2,1,1,0.1,1,2011/7/19 10:45
63,BlueDuiker,PR,PICT0032,30,9.2,1,0,NA,NA,2011/7/21 13:33
63,BlueDuiker,PR,PICT0033,30,5.6,1,1,1.8,1,2011/7/22 12:32
63,BlueDuiker,PR,PICT0037,30,16.1,1,1,12.3,1,2011/7/23 10:35
63,RedDuiker,PR,PICT0042,30,3.1,1,0,NA,NA,2011/7/25 8:50
63,RedDuiker,PR,PICT0051,10,NA,NA,0,NA,NA,2011/8/3 14:14
63,RedDuiker,PR,PICT0063,10,NA,NA,1,4.8,1,2011/8/11 6:38
63,RedDuiker,PR,PICT0066,10,NA,NA,1,NA,NA,2011/8/11 16:36
63,BlueDuiker,PR,PICT0087,10,NA,NA,1,6.3,1,2011/8/13 8:09
63,RedDuiker,PR,PICT0093,10,NA,NA,0,NA,NA,2011/8/13 15:27
63,BlueDuiker,PR,PICT0095,10,NA,NA,1,NA,NA,2011/8/13 17:52
63,BlueDuiker,PR,PICT0098,10,NA,NA,1,NA,NA,2011/8/14 10:41
63,BlueDuiker,PR,PICT0101,10,NA,NA,1,NA,NA,2011/8/15 13:07
63,BlueDuiker,PR,PICT0103,10,NA,NA,0,NA,NA,2011/8/16 11:58
63,RedDuiker,PR,PICT0104,10,NA,NA,1,NA,NA,2011/8/16 13:38
63,BlueDuiker,PR,PICT0114,10,NA,NA,1,NA,NA,2011/8/17 15:23
63,BlueDuiker,PR,PICT0121,10,NA,NA,1,NA,NA,2011/8/19 15:46
63,RedDuiker,PR,PICT0129,10,NA,NA,0,NA,NA,2011/8/22 10:09
63,BlueDuiker,PR,PICT0133,10,NA,NA,1,NA,NA,2011/8/24 9:13
63,BlueDuiker,PR,PICT0134,10,NA,NA,0,NA,NA,2011/8/25 11:05
64,BlueDuiker,PR,PICT0038,30,12.3,1,1,7.3,1,2011/7/18 7:11
64,BlueDuiker,PR,PICT0042,30,19.2,1,1,8.3,1,2011/7/21 18:07
64,BlueDuiker,PR,PICT0054,10,NA,NA,1,1.1,1,2011/8/20 16:50
64,RedDuiker,PR,PICT0056,10,NA,NA,0,NA,NA,2011/8/23 9:02
65,BlueDuiker,PR,PICT0045,30,5.9,1,0,NA,NA,2011/7/20 6:26
65,BlueDuiker,PR,PICT0050,30,4.9,1,1,4.7,1,2011/7/21 15:55
65,BlueDuiker,PR,PICT0053,30,2.6,1,1,2.1,1,2011/7/24 18:14
65,BlueDuiker,PR,PICT0056,10,NA,NA,1,2.4,1,2011/7/28 7:31
65,RedDuiker,PR,PICT0058,10,NA,NA,0,NA,NA,2011/7/28 15:14
65,BlueDuiker,PR,PICT0060,10,NA,NA,1,2.9,1,2011/7/29 16:16
65,RedDuiker,PR,PICT0107,10,NA,NA,1,NA,NA,2011/8/15 19:00
65,RedDuiker,PR,PICT0108,10,NA,NA,1,NA,NA,2011/8/17 1:45
65,RedDuiker,PR,PICT0124,10,NA,NA,0,NA,NA,2011/8/27 13:19
66,RedDuiker,PR,PICT0031,30,6.2,1,0,NA,NA,2011/7/16 16:13
66,BlueDuiker,PR,PICT0038,30,21.4,1,0,NA,NA,2011/7/18 18:21
66,BlueDuiker,PR,PICT0042,30,6.1,1,1,4.1,1,2011/7/18 20:13
66,BlueDuiker,PR,PICT0045,30,2.4,1,1,1.6,1,2011/7/18 21:45
66,BlueDuiker,PR,PICT0046,30,3.1,1,1,2.4,1,2011/7/18 23:08
66,BlueDuiker,PR,PICT0048,30,0.1,1,0,NA,NA,2011/7/19 0:22
66,BlueDuiker,PR,PICT0051,30,16.4,1,1,9.7,1,2011/7/19 3:06
66,BlueDuiker,PR,PICT0052,30,9.2,1,1,7.2,1,2011/7/19 4:33
66,BlueDuiker,PR,PICT0053,30,1.5,1,0,NA,NA,2011/7/19 5:49
66,BlueDuiker,PR,PICT0055,30,4.1,1,1,3,1,2011/7/19 8:53
66,BlueDuiker,PR,PICT0056,30,5.3,1,0,NA,NA,2011/7/19 10:59
66,BlueDuiker,PR,PICT0060,30,3.9,1,1,3,1,2011/7/20 6:25
66,BlueDuiker,PR,PICT0066,30,6.3,1,1,3.1,1,2011/7/26 8:52
66,BlueDuiker,PR,PICT0085,10,NA,NA,0,NA,NA,2011/8/7 15:28
66,BlueDuiker,PR,PICT0088,10,NA,NA,1,2.3,1,2011/8/8 10:54
66,RedDuiker,PR,PICT0116,10,NA,NA,1,1.9,1,2011/8/17 18:54
66,BlueDuiker,PR,PICT0131,10,NA,NA,1,10,1,2011/8/27 17:51
67,BlueDuiker,PR,PICT0035,30,9.4,1,0,NA,NA,2011/7/17 12:04
67,BlueDuiker,PR,PICT0038,30,5.1,1,0,NA,NA,2011/7/26 9:16
67,BlueDuiker,PR,PICT0039,30,1.5,1,1,0.6,1,2011/7/27 9:59
67,BlueDuiker,PR,PICT0041,10,NA,NA,1,0.4,1,2011/7/28 16:05
67,RedDuiker,PR,PICT0050,10,NA,NA,1,NA,NA,2011/8/4 8:04
67,RedDuiker,PR,PICT0051,10,NA,NA,0,NA,NA,2011/8/5 7:57
67,BlueDuiker,PR,PICT0060,10,NA,NA,1,2.2,1,2011/8/14 16:48
67,RedDuiker,PR,PICT0065,10,NA,NA,1,NA,NA,2011/8/17 18:42
67,BlueDuiker,PR,PICT0070,10,NA,NA,0,NA,NA,2011/8/23 17:21
67,BlueDuiker,PR,PICT0074,10,NA,NA,0,NA,NA,2011/8/26 14:05
67,RedDuiker,PR,PICT0078,10,NA,NA,1,NA,NA,2011/8/29 6:35
68,BlueDuiker,PR,PICT0121,30,28.7,1,0,NA,NA,2011/7/19 16:36
68,RedDuiker,PR,PICT0147,10,NA,NA,1,NA,NA,2011/7/28 20:56
68,BlueDuiker,PR,PICT0150,10,NA,NA,0,NA,NA,2011/7/29 15:14
68,RedDuiker,PR,PICT0159,10,NA,NA,0,NA,NA,2011/8/2 9:53
68,RedDuiker,PR,PICT0165,10,NA,NA,0,NA,NA,2011/8/4 7:22
68,BlueDuiker,PR,PICT0170,10,NA,NA,1,10,0,2011/8/5 17:27
68,BlueDuiker,PR,PICT0189,10,NA,NA,1,NA,NA,2011/8/8 12:00
68,RedDuiker,PR,PICT0234,10,NA,NA,1,NA,NA,2011/8/20 16:05
69,RedDuiker,PR,PICT1175,30,0.6,1,0,NA,NA,2011/7/27 20:22
69,RedDuiker,PR,PICT1187,10,NA,NA,0,NA,NA,2011/8/4 15:17
69,RedDuiker,PR,PICT1189,10,NA,NA,1,0.5,1,2011/8/5 16:10
69,RedDuiker,PR,PICT1192,10,NA,NA,1,NA,NA,2011/8/8 7:02
69,BlueDuiker,PR,PICT1197,10,NA,NA,0,NA,NA,2011/8/17 7:22
69,RedDuiker,PR,PICT1198,10,NA,NA,1,NA,NA,2011/8/17 12:27
69,RedDuiker,PR,PICT1206,10,NA,NA,0,NA,NA,2011/8/21 13:42
69,RedDuiker,PR,PICT1208,10,NA,NA,1,NA,NA,2011/8/23 10:50
69,RedDuiker,PR,PICT1211,10,NA,NA,1,NA,NA,2011/8/25 17:25
69,BlueDuiker,PR,PICT1222,10,NA,NA,1,NA,NA,2011/8/31 7:57
69,RedDuiker,PR,PICT1223,10,NA,NA,0,NA,NA,2011/8/31 12:38
69,RedDuiker,PR,PICT1224,10,NA,NA,1,NA,NA,2011/8/31 18:04
70,BlueDuiker,PR,PICT0024,30,4.4,1,1,0.6,1,2011/7/16 6:41
70,RedDuiker,PR,PICT0028,30,0.5,1,0,NA,NA,2011/7/23 1:17
70,RedDuiker,PR,PICT0029,30,3.4,1,0,NA,NA,2011/7/26 17:31
70,RedDuiker,PR,PICT0037,10,NA,NA,1,6.2,1,2011/8/7 16:34
70,BlueDuiker,PR,PICT0038,10,NA,NA,0,NA,NA,2011/8/8 6:34
70,RedDuiker,PR,PICT0048,10,NA,NA,1,2.4,1,2011/8/24 15:36
71,RedDuiker,PR,PICT0049,30,3,1,0,NA,NA,2011/7/13 7:21
71,RedDuiker,PR,PICT0061,30,1.3,1,0,NA,NA,2011/7/15 8:43
71,RedDuiker,PR,PICT0073,30,2.5,1,1,0.6,1,2011/7/17 8:19
71,RedDuiker,PR,PICT0074,30,10.5,1,0,NA,NA,2011/7/17 8:25
71,BlueDuiker,PR,PICT0081,30,3.8,1,0,NA,NA,2011/7/18 10:10
71,RedDuiker,PR,PICT0084,30,2.7,1,1,1.3,1,2011/7/18 14:14
71,RedDuiker,PR,PICT0102,30,0.7,1,1,0.6,1,2011/7/21 7:27
71,RedDuiker,PR,PICT0104,30,1.6,1,0,NA,NA,2011/7/21 9:08
71,RedDuiker,PR,PICT0105,30,1.8,1,0,NA,NA,2011/7/21 11:12
71,BlueDuiker,PR,PICT0110,30,3.9,1,1,2.2,1,2011/7/22 7:31
71,RedDuiker,PR,PICT0111,30,7,1,1,6,1,2011/7/22 8:56
71,RedDuiker,PR,PICT0112,30,12.1,1,0,NA,NA,2011/7/22 13:30
71,RedDuiker,PR,PICT0119,30,14.4,1,1,10,1,2011/7/24 7:00
71,RedDuiker,PR,PICT0120,30,6.6,1,1,2.9,1,2011/7/24 14:34
71,BlueDuiker,PR,PICT0121,30,1,1,1,0.5,1,2011/7/25 7:40
71,BlueDuiker,PR,PICT0130,30,2.3,1,1,1.9,1,2011/7/26 7:16
71,RedDuiker,PR,PICT0131,30,0.8,1,0,NA,NA,2011/7/26 10:54
71,BlueDuiker,PR,PICT0153,10,NA,NA,0,NA,NA,2011/8/1 12:39
71,RedDuiker,PR,PICT0155,10,NA,NA,1,6.8,1,2011/8/2 6:25
71,RedDuiker,PR,PICT0157,10,NA,NA,1,4.6,1,2011/8/4 0:28
71,BlueDuiker,PR,PICT0158,10,NA,NA,1,4.8,1,2011/8/4 13:31
71,BlueDuiker,PR,PICT0167,10,NA,NA,1,NA,NA,2011/8/9 8:10
71,RedDuiker,PR,PICT0177,10,NA,NA,0,NA,NA,2011/8/19 4:19
71,RedDuiker,PR,PICT0179,10,NA,NA,1,4.2,1,2011/8/21 12:11
71,RedDuiker,PR,PICT0182,10,NA,NA,0,NA,NA,2011/8/25 8:33
71,RedDuiker,PR,PICT0186,10,NA,NA,0,NA,NA,2011/8/27 19:15
72,BlueDuiker,PR,PICT0035,30,3.7,1,0,NA,NA,2011/7/18 18:07
72,RedDuiker,PR,PICT0050,10,NA,NA,0,NA,NA,2011/7/29 18:06
72,RedDuiker,PR,PICT0055,10,NA,NA,1,NA,NA,2011/7/31 11:32
72,BlueDuiker,PR,PICT0056,10,NA,NA,0,NA,NA,2011/8/1 14:17
72,BlueDuiker,PR,PICT0060,10,NA,NA,1,8.1,1,2011/8/6 9:49
72,RedDuiker,PR,PICT0066,10,NA,NA,1,4.2,1,2011/8/9 17:39
72,RedDuiker,PR,PICT0076,10,NA,NA,0,NA,NA,2011/8/16 12:50
72,RedDuiker,PR,PICT0080,10,NA,NA,0,NA,NA,2011/8/20 18:32
72,RedDuiker,PR,PICT0081,10,NA,NA,1,9.4,1,2011/8/20 18:39
72,RedDuiker,PR,PICT0083,10,NA,NA,1,0.2,1,2011/8/21 13:31
72,BlueDuiker,PR,PICT0084,10,NA,NA,1,NA,NA,2011/8/21 17:25
72,RedDuiker,PR,PICT0088,10,NA,NA,1,5.1,1,2011/8/23 9:04
73,BlueDuiker,PR,PICT0025,30,2.1,1,1,1.7,1,2011/7/13 9:31
73,BlueDuiker,PR,PICT0032,30,0.7,1,0,NA,NA,2011/7/18 12:50
73,RedDuiker,PR,PICT0042,10,NA,NA,0,NA,NA,2011/7/28 17:30
73,BlueDuiker,PR,PICT0046,10,NA,NA,1,1.7,1,2011/8/1 17:23
73,BlueDuiker,PR,PICT0047,10,NA,NA,0,NA,NA,2011/8/2 10:30
73,RedDuiker,PR,PICT0064,10,NA,NA,1,NA,NA,2011/8/22 15:14
73,RedDuiker,PR,PICT0067,10,NA,NA,1,NA,NA,2011/8/24 8:36
74,BlueDuiker,PR,PICT0030,30,3.4,1,0,NA,NA,2011/7/16 6:38
74,RedDuiker,PR,PICT0031,30,0.2,1,0,NA,NA,2011/7/17 12:56
74,RedDuiker,PR,PICT0032,30,0.4,1,0,NA,NA,2011/7/17 13:03
74,RedDuiker,PR,PICT0046,10,NA,NA,0,NA,NA,2011/7/29 3:38
74,RedDuiker,PR,PICT0059,10,NA,NA,0,NA,NA,2011/8/10 9:51
74,RedDuiker,PR,PICT0060,10,NA,NA,1,5.5,1,2011/8/12 10:47
74,RedDuiker,PR,PICT0063,10,NA,NA,0,NA,NA,2011/8/14 9:40
74,RedDuiker,PR,PICT0064,10,NA,NA,0,NA,NA,2011/8/14 10:19
74,RedDuiker,PR,PICT0066,10,NA,NA,0,NA,NA,2011/8/15 7:26
74,RedDuiker,PR,PICT0068,10,NA,NA,1,NA,NA,2011/8/15 12:12
74,BlueDuiker,PR,PICT0069,10,NA,NA,0,NA,NA,2011/8/15 18:10
74,RedDuiker,PR,PICT0070,10,NA,NA,1,NA,NA,2011/8/15 18:59
74,RedDuiker,PR,PICT0071,10,NA,NA,1,NA,NA,2011/8/15 20:56
74,BlueDuiker,PR,PICT0074,10,NA,NA,1,NA,NA,2011/8/17 17:17
74,BlueDuiker,PR,PICT0076,10,NA,NA,1,NA,NA,2011/8/18 7:13
74,RedDuiker,PR,PICT0079,10,NA,NA,0,NA,NA,2011/8/20 17:18
74,BlueDuiker,PR,PICT0083,10,NA,NA,0,NA,NA,2011/8/24 6:12
75,BlueDuiker,PR,PICT0115,30,4.5,1,1,4.1,1,2011/7/17 17:16
75,RedDuiker,PR,PICT0123,30,1.7,1,1,1.1,1,2011/7/20 17:42
75,BlueDuiker,PR,PICT0131,30,2.8,1,1,1.2,1,2011/7/24 18:09
75,BlueDuiker,PR,PICT0143,10,NA,NA,1,3.3,1,2011/7/28 6:20
75,RedDuiker,PR,PICT0156,10,NA,NA,1,1.3,1,2011/7/31 18:34
75,BlueDuiker,PR,PICT0164,10,NA,NA,0,NA,NA,2011/8/2 7:24
75,RedDuiker,PR,PICT0208,10,NA,NA,1,NA,NA,2011/8/15 13:37
75,RedDuiker,PR,PICT0225,10,NA,NA,0,NA,NA,2011/8/20 9:39
75,RedDuiker,PR,PICT0229,10,NA,NA,0,NA,NA,2011/8/22 6:44
76,BlueDuiker,PR,PICT0029,10,NA,NA,1,NA,NA,2011/8/28 6:28
77,BlueDuiker,PR,PICT0081,10,NA,NA,0,NA,NA,2011/8/3 9:58
77,RedDuiker,PR,PICT0083,10,NA,NA,1,NA,NA,2011/8/7 15:43
77,RedDuiker,PR,PICT0107,10,NA,NA,0,NA,NA,2011/8/25 1:46
78,RedDuiker,PR,PICT0097,30,9,1,0,NA,NA,2011/7/19 11:21
78,BlueDuiker,PR,PICT0111,30,5,1,1,1.8,1,2011/7/23 9:06
78,RedDuiker,PR,PICT0153,10,NA,NA,1,5.5,1,2011/8/3 17:24
78,RedDuiker,PR,PICT0224,10,NA,NA,0,NA,NA,2011/8/16 12:15
78,RedDuiker,PR,PICT0225,10,NA,NA,1,NA,NA,2011/8/16 12:15
78,RedDuiker,PR,PICT0254,10,NA,NA,0,NA,NA,2011/8/23 16:27
78,RedDuiker,PR,PICT0263,10,NA,NA,0,NA,NA,2011/8/25 1:52
78,RedDuiker,PR,PICT0264,10,NA,NA,0,NA,NA,2011/8/25 1:53
81,BlueDuiker,YS,PICT0050,30,4,1,0,NA,NA,2011/7/18 18:03
82,BlueDuiker,YS,PICT0131,10,NA,NA,1,4.2,1,2011/8/12 16:49
82,BlueDuiker,YS,PICT0165,10,NA,NA,0,NA,NA,2011/8/18 9:41
83,BlueDuiker,YS,PICT0030,30,3,1,1,0.7,1,2011/7/14 11:13
83,BlueDuiker,YS,PICT0033,30,2.8,1,0,NA,NA,2011/7/17 17:23
83,BlueDuiker,YS,PICT0035,30,10.8,1,1,7.3,1,2011/7/20 14:23
83,BlueDuiker,YS,PICT0040,30,1.3,1,0,NA,NA,2011/7/26 16:17
83,BlueDuiker,YS,PICT0044,10,NA,NA,1,9.7,1,2011/7/28 16:36
83,BlueDuiker,YS,PICT0053,10,NA,NA,0,NA,NA,2011/8/4 7:03
83,BlueDuiker,YS,PICT0057,10,NA,NA,0,NA,NA,2011/8/7 10:15
